"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"238193","Alverno College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"238193","Alverno College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"238193","Alverno College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"238333","Beloit College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"238333","Beloit College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"238333","Beloit College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"238333","Beloit College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"238458","Carroll University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"238458","Carroll University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"238458","Carroll University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"238458","Carroll University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"238476","Carthage College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"238476","Carthage College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"238476","Carthage College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"238476","Carthage College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"238616","Concordia University-Wisconsin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"238616","Concordia University-Wisconsin","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"238616","Concordia University-Wisconsin","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"238661","Edgewood College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"238661","Edgewood College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"238661","Edgewood College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"238661","Edgewood College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"238980","Lakeland University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"238980","Lakeland University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"239017","Lawrence University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"239017","Lawrence University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"239017","Lawrence University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"239017","Lawrence University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"239071","Maranatha Baptist University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"239105","Marquette University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"239105","Marquette University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"239105","Marquette University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","22","-2"
"239105","Marquette University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","18","-2"
"239390","Mount Mary University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"239390","Mount Mary University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"239390","Mount Mary University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"239390","Mount Mary University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"239628","Ripon College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"239628","Ripon College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"239716","Saint Norbert College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"239716","Saint Norbert College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"239716","Saint Norbert College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"239716","Saint Norbert College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"240107","Viterbo University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"240107","Viterbo University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"240189","University of Wisconsin-Whitewater","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"240189","University of Wisconsin-Whitewater","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"240189","University of Wisconsin-Whitewater","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"240189","University of Wisconsin-Whitewater","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"240268","University of Wisconsin-Eau Claire","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","15","-2"
"240268","University of Wisconsin-Eau Claire","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"240268","University of Wisconsin-Eau Claire","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","24","-2"
"240268","University of Wisconsin-Eau Claire","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","20","-2"
"240277","University of Wisconsin-Green Bay","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"240277","University of Wisconsin-Green Bay","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"240277","University of Wisconsin-Green Bay","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"240277","University of Wisconsin-Green Bay","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"240329","University of Wisconsin-La Crosse","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"240329","University of Wisconsin-La Crosse","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","22","-2"
"240329","University of Wisconsin-La Crosse","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"240329","University of Wisconsin-La Crosse","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"240338","Wisconsin Lutheran College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"240338","Wisconsin Lutheran College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"240338","Wisconsin Lutheran College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"240338","Wisconsin Lutheran College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"240365","University of Wisconsin-Oshkosh","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"240365","University of Wisconsin-Oshkosh","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"240365","University of Wisconsin-Oshkosh","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"240365","University of Wisconsin-Oshkosh","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
